Comment,Abusive
Aa corona lo nenu yendhku poledhu broo.,No
Oka puta bojanam ki vachina tippalu evi,No
Edho interview lo edchindi kadha vadhilesaru ani evaru,No
ఒక్క ప్రశ్న లోపలికి వెళ్ళిన వెంటనే ఆడి నీతో ఏం చేస్తాడు,No
Ila koda bless chestara bro,No
Transgender kada bro pole theesesi hole chestharu,No
69 bro,Yes
తూ నీ యమ్మ జీవితం,No
వీళ్ళ కూడా దెబ్బేశావల్లుబయలుదేరారు,No
Monnane kadha na husband mosam chesindu ani interview ichindhi/du,No
,
Kaise kaise loga hai re bhai ye duniya mei  bache kaisa paida karta bulle gand mei dalke,
Marriage cheskonnav Mari adi ekkada vesthav bro,
Evarra memmallani bathukumannadhi Thu me bathukulu meru,Yes
Yentho mandhi errihuks lo vido pedha picchi huk,Yes
nuvu nashanam ayipothav,Yes
"Time teeskovalra Bai , akka ki em takkuva",No
Vadi ki ame ardam kavadam ledu papam,No
,
.mani_07,
chusii nerchukovee prashanthi akka kuda commited!! Nuvuu??,No
Vadentra poguduthunnattu siggu padathadu,No
nen potha sir potha,No
,
endi bro anthamatannav,No
Adhi dailog ani annav kada .,No
,
Flirting annaku anna,No
yes understanding unna verey ammayi tho affairs nadipistadu but prashanth ni vodileyakunda,No
nen chesa abba ala annav,No
Pelli chesukoni em chesthrrw,No
,
navvakandi its serious matter,No
ఏంది బ్రో అంత మాట అన్నావ్,
Akkada japan vallu avo avo....kanipithe.. nevvu anthi bro...  Evi kani Pethav,No
Inthaki evadu evadini vestharu,Yes
Siggu okati malla yedhava ki mokam chudu yedhava Nara yedhava,No
first prashanth ganiki pedthadu vadiki out aiyyala vidu vaniki pedthadu,No
ఏముందిరా నీలో వాడు ఒక ముండా,
Evaru ra meeru anthaa.,No
Modda lo love story,Yes
Aslu na life lo ilantivi chusta ani uhinchaledu,No
deyyy,No
Ym chepparu,No
,
naku Adey dought bro ela ani...,No
Iddaru gojjagalleyy ra Swami,No
,
Admission yecheyandi,No
Nuvvu Aishwarya Rai ane nennu propose chesadu oreai eam taste ra nede lambdike,Yes
మనం భారత దేశం ఉన్నమ లేక కరువు దేశం ఉన్నామా అనిపిస్తుంది ....,
Ley ra ley raaaa ni.......,No
Kaliyug antham aipote bagundu bro,
chi anukovadanke daridram ga uandi,
,
Comments verey level,No
Elantivi chudatanike manam brathikunnama anipistundi,No
,
request accept chay nen pampistha,No
proposal taruvatha time teesukonnadu / teesukondi kada adi height ante,No
Its not funny life is different for everyone please show some respect,No
,No
A ammai accept cheyaledhani vidiki try chesinattunadu,No
ఇది గతం విన్న వాడు ఎర్రి పుష్పం అయితే ఎన్ని అయినా చెప్పుతావు మరి ఏరా నికు అమ్మాయిలు పడటం లేదా ఏమిటి ఇలా ఈ దారిలో వెళ్ళావు,No
Bhaiyya nevu deguthava ah ledu ah vanithomi dengupichukutava ah ?,Yes
,
Best couple for 69,Yes
Vadi expressions Chudandi ra ayya,No
A ammye ammaye laga ledhu boy anukomta same alage vunaru edharu boys laga,No
,No
Adi pedda mitravinda kadhu vadu pedda bairava kadhu thokkala stori assalu pelli cheskoni emchestharura meru chee apandramiru,No
Oka August intha ghoram ga untudi ani anukoledhu ra,No
M poye kalam ra,No
,
Miku dhandam ra babu,No
Everyone deserves love and happiness and should be treated with immense respect.,No
,
,
flip cheskoni pettukuntaaru,No
"నాయల్ది,,,జానకి అడ చెప్పు ఉంటుంది ,అందుకో",
,
కాలం అంతరించిపోతుoది అనడానికి మొదటి సూచన,
,
.dasari red T shirt vesukunte erripuka bro,Yes
Veli addukondi,
🏻,
,
Ora nayanooo,No
#kittu,
,
,
kitti,No
Anna High firgure lu eppudu time eh teakontar gah annah,No
Aento ardham kavadmledhu enka .,No
sex kuda important bro,No
"  Em e society lo sex unte ne na love , relationship ..Avi lekunda unte love kadha...miku doubt ravachu feelings ala ani ..e generation lo male ki male ke sefty ledhu alantidhi vallu love chesukovadam lo tappu ledhu    ado love is love ane concept tho cheppa gani otherwise em ledhu Andi   ",No
sorry sir naku anipinchindhi cheppa ..plz don't misunderstand,No
ఆన్న...రెండు సజాటి ధృవాలు వికర్షించుకుంటయి కదా అన్న,No
Assalu avarne avaru veskuntaru,Yes
mawa diniki nv lipkiss evvali mawa gattiga,Yes
Bhoomi medha konni vintha vi vunayi ante namaledu raa...,No
,
Manam kali kalamlo kadhura babu kaama kalamlo unnam nee yamma dikkumalina jeevitham brahmam garu cheppinavanni ila thelikundane jarigipothunte vichithranga undhi bayya,No
,
bro sex ki love avasaram ledu but love ki matram sex kavali only male and female love or marriages,No
love eppudu ala vunnaru future verey ammayi sex chedam antey cheyakunda vuntada prashanth ni vodileyada,No
"  correct vallaki undali kadha ha understand ...love ,sex , whatever ardaam chesukoni unte baguntaru ..",No
Orey vedhava lokam lo ammaiyla karuvu emanna kanipinchindaara me dhumpal tegaa veellaku kooda buddi raadu inni mosalu choosi kooda,No
,
Areaaaa eanti ra edi..,
Orey lanja kodaka ntha karuvu loo unaav ra lowdey,Yes
Lanjodukulara,Yes
వాడు అసలు మొగోడా కదా,No
asallu boy pedhanna anty pedhanna  ⁉,No
love is love kadha abba    em chesukuntaaru aante adhi secondary think kadha   think positive maa..,No
,
ఎక్కడో తేడా కొడుతోంది సినా....,
Vadu antha karuvo lo vunado ardam avutundi,No
Odhu ra prashant ga,No
Mee ayya condom vadalsindhi raa,Yes
,
masth shades unayi ra nilo,No
,
"  Ela unaru anti ra meru ,   ",No
nuvvu inka mi madhu anna,No
,
,
oka katthi untye esthara naku,No
"Tammudu nee anta yerrihuk gadu inkodu undadu , naa   daloni love story     .",Yes
Vaadu anthuke wait chesadu. Time enthukku dorikadu edho cheddam ani thooskochadu....,No
సిగ్గుపడుతున్నావేంట్రా,
Guvvalo pettukondi thu....,Yes
Jam anna second set-up pettadu roy with   ...,Yes
Em ledh bro oka ammayini pilichi threesome chesthar anthey inka evr satisfaction vallaki untadhi,Yes
Mundhu interview chesevadine tannale... Awlagdu,Yes
Vella love story kuda intha interest toh vintuna chudu… antha single manam,No
nenu ah interview motham chusina Nina,No
rod single,No
ROD SINGLES*,No
Nenu mogonne nenu mogonni    Ani egiraru kadaa ra interviews loo .. malli identi,No
._sk,No
Manchi manchi kattubatlu,No
Vedu ani rojulu,No
Ne antha karuvulo avadu undadu bro,No
,No
._.monk,No
"  miru straight rod, try to be pan road dorkutar",
,
ఇ సమాజం yetu పోతుంధి రా,
Interviewer Gude Antha Gattidhira....,Yes
,
,
,
ఆ దరిద్రాన్ని సగం చూడటమే గోరం ఇంకా ఫుల్ వీడియో చూస్తావా చాలా గట్టి గుండె నీది,
Nxt vadu kuda ne la aipothadu,No
Okaro Moda Okaru Chikondi Lanja Kodkulara,Yes
,
Inthaki first'night lo evaru evariki pedthaaru,Yes
,
both are made for each other,No
Vaadu red tshirt vesukunapude ardham aindhi vaadu pedda erripuku ani,No
e96tv,No
Edhi charithra Ani cheppochu,No
aunu bayyaaa,No
evarra miranthaa,No
Rey thesey ra edhi ...thesey mundhu.....,No
,
anna first doubt naku adhe vachindhi koncham kannukoni cheppu bro curiosity tho sachipotunna,No
Mekanna kukkalu better raa ayya,No
,
,
edharu mogollu MARRIAGE endhi ra,No
,
hahahahahahahahahhahahahahahahahhahaha,No
,
Idem karma ra devudaa,No
Devatha anagane,No
Karuvu em chestham,Yes
Karuvuki abbai ha ammai ha Ani teda ledu,Yes
Mere undandi moggalo earth lo nenu mars 10gesta,Yes
Me moddalo love story ki vadu propose chesudu nv accept chesudu me lolly guddhala vinay kuyya sulli,Yes
without sugar naaaka ra sabber nayala,No
amchesukuntarraaa meeru,No
Marriage chesukoni em chestadu ra ninnu,No
,
Valani interview chesav chudu nuvu pedaa patiginjavu bro,No
Endi em karma ra purposes anta accept anta  em karma admin mawaa edi,No
పుష్య మాసం వస్తుంది... కుక్కల్లా Then గిచ్చుకొనికి రెడీగా ఉండండి...(కామవాంచఫల సిద్ధిరస్తు )...!,
interview motham chusthe eh sachipothavu enka,No
Endira ayya maki karma,No
Oryi chethannaaaa kodukaaa m matlladuthunnavvu raaa,No
,
Vodhilesadu kadha malli,No
Adhi oka time aa enni days iyendhi babu nvu ne interview,No
Full vodie Leda mari,No
,
కరువు లో ఉన్నాడు,
,
ni yabba enduku ra dengutunav,Yes
ఎవరిని ఎవడు వేస్తాడు,
nen alochistuna,No
Rey avara meru Ela tayaru ayaru miru mi lovedala love,Yes
Unna Mind karab chesukuntva,No
Instagram and YouTube open cheste challu motam elanti pichi mundakodukula reels chudalekapothunam yada Leni pichi mundakodukulu anta indulone vunaru,No
Vadi mental conditio correct ga ledhu amukunta prashanth gadini prashanthi anukuntunnadu erragadda velli ra okasari set ayipothadhi,No
Inka ennenni chudalsi vasthadho life.lo...,No
,
Entra edi,No
,
Bramham garu చెప్పిన రోజులు దగ్గరకి వచ్చేసాయి అంటే ఇదేనేమో,
Challa peddavallani interview chestu unnava anna nuvu great,No
Channel name,No
couple laga vunnaru,No
Me bondha ra Me bondha evalani sava minganiki ra,No
,
reey evvadara meru antha,No
Meerantha ekkaduntaru.bayta eppudu kanapadaru,No
,
,
Yaha mai pighal gaya,Yes
,
So traditional in saree,No
ila unnar entra iddharu,No
.tanooj karuvu lo unnam,No
Hi I'm Telugu from New Zealand 🩵,No
,
I'm Indian,No
Skin ki eh eh treatments tiskunnav akka,No
em treatment cheyale,No
add,No
add,No
._.g add!!,No
Damn cute ur looking,No
Where u live,No
down horrendous,No
Miss you,No
alagey ra nana. Eye hospital ki velli chupinchuko first please,No
Okay akka,No
,
You in red saree>>>>>>>>>>>the whole video,No
,
నాతో స్నేహం చేస్తారా,
I am also Telugu girl cutie,No
,
,
" ._ no her features are so South Indian, it’s the soft round eyes. Light skin doesn’t mean North Indian. I can tell a North Indian and a South Indian from a mile away even if the northie is dark and southie is light, just by features.",No
yeah but I think u have more cuteness than u think,No
Mana telugu ammayy ah ???,No
Mee Followers list Loki vachhesaa,No
,
._.toxic._.boiii creep,No
"I Can't help it so ... A pick up line for u nd for this reel "" You remind me of a magnet because you sure are attracting me over here. "" ",No
._.toxic._.boiii,No
wtf bro that’s weird as fuxk,No
Activate your dirty mind,No
umm chupichinda,No
,
,
Future telugu heroin,No
,
You+Mb songs are lub,No
Anna wtf,No
Random Telugu gc?,No
"  bro I just asked her what’s down there cuz she only looking down, chill out guys",No
.reddy sure add in,No
.reddy Me,No
ill tell her this,No
add,No
add,No
what’s bro asking,No
,
Sir vachara intakee??,No
aahaannnn,No
Kani ra kaani,No
Telugu through faith,No
polikallu m kalva Lev antee    cheating wife series product aa nuv,No
,
._,No
Ostharu toralo,No
sare wait chesta,No
Song name?,No
,
"umm hmm , Andham ammayi aithey
 neela undhaa annattundhe..
    ",No
"  Manchidi, Chaala manchi padhatulu     (JK)",No
,
Nenu evad pelli cheysukuntado kani,
,
Kitni khoobsurat yaar tum,No
Vastam .. piliste yenduku ramu,No
ohhhw,No
,
ante adii,No
thank you yaar,No
,
కాదు అని ఎవడు అన్నాడు,
ఎవరూ చెప్పలేదు,
Oh Telgu Ammaiye ha... Iam tamil boy,No
jokes,No
.reddy Nannu add cheyandii,No
,
U should do darling movie dialogue: Telugu ammaya,No
You look from Orissa or Maharashtra,No
Avunaa …. Ithe follow koduthunna chudu …..,No
cheyandi,No
mari antha cute adigethe …. Cheyyakuda ala untanu …,No
Akkada Telugu dhanam ekkadundhi?,No
,
Aay auru Amma mide ?,
,
Eelanti Telugu amae jivatma lo vastay varay amaie ki chusay avusarum me ladu! Acchu Bangaru Boma lo undi chiti talhi!,No
Telugu aa?,No
Adrindi,No
Indian 🇮🇳 nt to say North Indian west,No
horny ass,Yes
add,No
,
Endhi bro Antha maatannav.,No
aa video Raakamundhu Adhi kuda same reel bro,No
how,No
Yess,No
Aithe mi medha Telugu pickup line vadochu anna maata,No
,
.its_mohith enti andi just like chesaru reply ivvochu kadha,No
Rayatam sadavatam vacha oorike yes Telugu antunnara,No
naku rendu ochu,No
chaala santosham andi (vetakaram ledhu I'm genuinely happy for you),No
._.g add me,No
add,No
Add,No
Come to the states our avakaya is just as good,No
._.g Yesss,No
._.g add me,No
okk,No
Add,No
"Antha manavale us lo , etc ...",No
._.g add chaiyu bro,No
How about I teach you kannada?,No
lmao,No
northis,No
"It's been 5 days , someone pull me out",
,
Add,No
add,No
add,No
unav ra nuv na gc already,No
DAMN GIRL YOU STOLE MY HEART GOT THAT TELUGU RIZZ FR,No
,
Akka ippudu nenu kadu annadi evaru,No
._.g yes,No
I'd like to join,No
I'd like to join,No
I'd like to join,No
I failed #NNN because of you,No
Debatable but yes,No
" ._.toxic._.boiii bro she's not even posting no thirst traps, go outside bro",No
meee!!!,No
"  But , I have a imagination   power   broh, you can't  ",No
._.toxic._.boiii seek help,No
,
Sir be like : vastha,No
Sir raaranta phone chesi adigina,No
saree,No
.manaswini vundaru,No
shut up you are so damn cute,No
._ you know that mahesh guy?,No
that guy is studying in our college bro,No
,
,
add,No
add,No
Pkl o mda,No
add,No
Ad,No
._.g add,No
Hyd...??,No
._.g addd,No
meeeee,No
nenuuuuu,No
.reddy add,No
adddddd meeeeee,No
._.g yes,No
.reddy yes,No
yes,No
yes,No
Yes,No
add,No
add,No
._ bro wants to be colonised so bad,No
it's better if you get,No
,
._.g yes pls,No
Cute girl,No
meee,No
Ok I like it,No
.xrsu dm,No
UNFAIR.,No
._.g add me,No
Abba,No
.tennn LMAOO,No
,
Very rare to see pretty telugu girls,No
._.g lessgoo,No
Telugollam Manam,No
.reddy lessgoo,No
nuvvu vellu,No
nuvvu topper anna nuvvu kuda,No
nee antha kadhu anna,No
,
Vammos,No
add meee,No
.r37 hmmm,No
Pakka telugollam,No
I fucking hate you,Yes
ledu da,No
.__ ikrrrrr,No
.premshinde ey thank you,No
group chat,No
ahaaa mawaaaaa....eeeuuwwww,No
why?,No
no one can defend ur beauty,No
.__,No
cause the fact that I can't love you,No
you’re most welcome,No
.reddy add me tooo!,No
.bhogiii caught you lacking nigga    🕋,No
awn anthaga makeup estharu kadha mi face em karab avvadha,No
"  Telugu Flex.
 
 Paalu ammina, Puvvulu ammina  ",No
crush aipoyav oka chupu ke,No
,
._ internalised colorism isnt cute bbg,
,
wack,No
Age entha madam?,No
Who cares?,No
pulihora,No
._.hunter__,No
"Nuvvu Telugu na ,.. ?  ",No
colourism,No
kadu,No
avunu telugu ne,No
okay nenu kuda,No
u from??,No
,
Yem chustunnav bro intha Andam ayina ammayilu mana lanti valaki set avvaru so feelings avi pettukoku bro,No
pata bane vundha ga brooo,No
Me and my boies address pattu   but never slip ☕☕,No
emo bro anni paatha patalu inka mahesh vi,No
Inta andham ga etla unavu,No
._.neela,No
._.g add me up,No
._.g yes yes,No
.reddy yess,No
Add,No
._ chaduvuko bro,No
dorkina ga mottaniki nen neeku,No
nuw makeup lekunda cheyochuga reels,No
._.g yeahh,No
._,No
,
,
how come i didn't get the pretty token with my telugu package..?,No
Ilantollu ma uru lo enduku undaru,No
*Varanam Ayiram Surya in the gym*:Meghna meghna,No
Nenu mu name is myagana saar dialouge expect chesa,No
.01 ayyyy,No
Is it ok to say!.. ANDHANIKI C/O ADDRESS.,No
,
Bagunav,No
,
._.culprit Dhanyavadalu,No
Ostha,No
,
._.g me,No
,
Oddu... Mak oddu...,No
Aithe em cheyyali,No
._.g nannu kuda add chey mowa,No
,
Ayte set aypo,
Let's goo together,No
Aunty,No
aboo antha kruthagknagthalu em vaddu le,No
.reddy can you add me?,No
address petu address petuuuu firstu,No
Mg,No
ala ela pedutha?,No
meeru meere maatladukovaali andham gurinchi,No
,
._.g add,No
u are so damn pretty,No
gaddha mukku tatha fo life  🏼,No
caught in 4k,No
._.prince.__.326,No
Hii akla unnu,No
.gurud bagunna,No
.u,No
u can't escape me   bhupendra jogi,No
.u,No
Aayite mg,No
Avunu,No
,
Baboiiii,No
GC ante enti bro,No
petakuddha?,No
Maa   Anna ku nuv kaavali anta,No
and some dress sense,No
Why ur reels are so pretty???,No
Even ur very pretty,No
Jubilee Hills ik,No
Team Telugu Gurls ♥  🏼,No
.reddy gc ante?,No
.reddy gc.? Ye kya hi re,No
._.g,No
Not nice,No
haha,No
._.g add,No
Emi pani lada neku,No
Telu gollam,No
She can fix me  🏻,No
._.g yea add me bro,No
,
,
._.g searching same,No
Plastic makes women perfect,No
,
🖤,No
._.g yosss,No
,
Kanie odhulu,No
Address pettude lait achude,No
Bro when did u get the piercinggg woahhh    u look different from school but recognised you   mmeghana,No
Telugolu thop,No
Telugollam antar ra babu,No
Chandrudhila andham,No
This song is nostalgic,No
So what🗿🗿🗿,No
Telugoolu intha andhangaaa unnaraa,No
,
ni abba go sleep ra,No
ledu telangana,No
More like north Indian,No
.romeoo,No
._ south indian nenu,No
"  yeah i get it but I'm telling you that,you look mostly like north Indian",No
